[19:09:20.114] [INFO] [Scheduler] [MAIN] Scheduler initialized.
[19:09:20.165] [INFO] [Scheduler] [MAIN] Parsed zone: Zone{zoneId=1, start=(0,0), end=(700,600)}
[19:09:33.607] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:282:99:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:33.715] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:282:99:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:33.717] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:282:99:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:33.913] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:311:109:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:33.914] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:311:109:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:34.022] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:311:109:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:34.022] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:311:109:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:34.124] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:34.126] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:34.231] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:339:119:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:34.232] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:339:119:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:34.337] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:339:119:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:34.340] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:339:119:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:34.523] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:367:129:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:34.524] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:367:129:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:34.626] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:367:129:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:34.630] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:367:129:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:34.738] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:34.738] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:34.840] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:396:139:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:34.841] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:396:139:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:34.943] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:396:139:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:34.946] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:396:139:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:35.131] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:424:149:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:35.133] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:424:149:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:35.248] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:424:149:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:35.250] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:424:149:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:35.348] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:35.349] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:35.456] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:452:159:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:35.456] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:452:159:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:35.561] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:452:159:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:35.561] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:452:159:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:35.744] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:480:169:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:35.746] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:480:169:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:35.853] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:480:169:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:35.854] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:480:169:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:35.961] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:35.962] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:36.066] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:509:179:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:36.067] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:509:179:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:36.176] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:509:179:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:36.178] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:509:179:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:36.358] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:537:189:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:36.359] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:537:189:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:36.466] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:537:189:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:36.466] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:537:189:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:36.574] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:36.576] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:36.678] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:565:199:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:36.679] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:565:199:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:36.783] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:565:199:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:36.784] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:565:199:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:36.964] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:594:209:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:36.965] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:594:209:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:37.072] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:594:209:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:37.073] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:594:209:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:37.187] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:37.188] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:37.290] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:622:219:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:37.292] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:622:219:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:37.402] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:622:219:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:37.405] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:622:219:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:37.589] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:650:229:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:37.591] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:650:229:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:37.698] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:650:229:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:37.700] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:650:229:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:37.804] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:37.805] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:37.908] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:678:239:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:37.908] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:678:239:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:38.015] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:678:239:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:38.016] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:678:239:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:38.203] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:707:249:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:38.205] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:707:249:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:38.314] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:707:249:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:38.317] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:707:249:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:38.419] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:38.419] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:38.523] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:735:259:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:38.523] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:735:259:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:38.630] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:735:259:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:38.631] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:735:259:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:38.817] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:763:269:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:38.818] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:763:269:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:38.921] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:763:269:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:38.924] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:763:269:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:39.027] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:39.028] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:39.128] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:792:279:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:39.129] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:792:279:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:39.239] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:792:279:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:39.239] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:792:279:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:39.428] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:820:289:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:39.429] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:820:289:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:39.535] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:820:289:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:39.537] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:820:289:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:39.640] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:39.641] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:39.747] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:STATUS:848:299:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:39.748] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:STATUS:848:299:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:39.858] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:CONTINUING:848:299:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:39.861] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:CONTINUING:848:299:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.048] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][TRAVELING]:PERMISSION_TO_DROP:850:300:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.052] [INFO] [Scheduler] [SD] Drone 1 transitioning to [TRAVELING] on task FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.052] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][TRAVELING]:PERMISSION_TO_DROP:850:300:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.190] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][DEPLOYING]:PAYLOAD_DEPLOY_FAILURE:850:300:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.193] [INFO] [Scheduler] [SD] Task is being reassigned: FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.194] [ERROR] [Scheduler] [SD] Drone 1 failed to deploy payload. Transitioning to [OFFLINE] on task FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.194] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][DEPLOYING]:PAYLOAD_DEPLOY_FAILURE:850:300:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.207] [INFO] [Scheduler] [SP] Attempting assignment: FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.207] [INFO] [Scheduler] [SP] Assigned to drone 2 this fire request: FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.291] [DEBUG] [Scheduler] [SD] Received drone message: 2:[IDLE]:STATUS:0:0:FireRequest{time=0, zone=-1, event=0, severity=0, id=0}
[19:09:40.292] [INFO] [Scheduler] [SD] Drone 2 is being assigned a task FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.292] [DEBUG] [Scheduler] [SD] Responding to drone with: NEW:2:[TRAVELING]:NEW_FIRE_REQUEST:0:0:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.398] [DEBUG] [Scheduler] [SD] Received drone message: 1:[FAULT][DEPLOY FAILURE]:PAYLOAD_DEPLOY_FAILURE:850:300:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.399] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[FAULT][DEPLOY FAILURE]:PAYLOAD_DEPLOY_FAILURE:850:300:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.500] [DEBUG] [Scheduler] [SD] Received drone message: 2:[ACTIVE][TRAVELING]:STATUS:28:9:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.501] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[ACTIVE][TRAVELING]:STATUS:28:9:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.607] [DEBUG] [Scheduler] [SD] Received drone message: 2:[ACTIVE][TRAVELING]:CONTINUING:28:9:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.608] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[ACTIVE][TRAVELING]:CONTINUING:28:9:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.715] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][RETURNING]:RETURN_STATUS:821:290:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.719] [INFO] [Scheduler] [SD] Drone 1 transitioning to [RETURNING] on task FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.719] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][RETURNING]:RETURN_STATUS:821:290:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.817] [DEBUG] [Scheduler] [SD] Received drone message: 2:[ACTIVE][TRAVELING]:STATUS:56:19:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.817] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[ACTIVE][TRAVELING]:STATUS:56:19:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.924] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][RETURNING]:RETURN_STATUS:793:280:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.925] [INFO] [Scheduler] [SD] Drone 1 transitioning to [RETURNING] on task FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:40.925] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:1:[ACTIVE][RETURNING]:RETURN_STATUS:793:280:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:41.029] [DEBUG] [Scheduler] [SD] Received drone message: 2:[ACTIVE][TRAVELING]:CONTINUING:56:19:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:41.031] [DEBUG] [Scheduler] [SD] Responding to drone with: ACK:2:[ACTIVE][TRAVELING]:CONTINUING:56:19:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:41.137] [DEBUG] [Scheduler] [SD] Received drone message: 1:[ACTIVE][RETURNING]:RETURN_STATUS:765:270:FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
[19:09:41.137] [INFO] [Scheduler] [SD] Drone 1 transitioning to [RETURNING] on task FireRequest{time=10-30-15, zone=4, event=FIRE_DETECTED, severity=Low, id=1A}
